Year,Bowl Game Name,Lead Time (Days),Team 1,Team 1 Conference,Team 1 AP Ranking,Team 1 Wins,Team 1 Prior Season Wins,Team 1 Win Difference from Year Prior,Team 1 247 Talent Composite Score,Team 1 Total FB Social Followers,Team 1 Enrollment,Team 1 Total Alumni,Team 1 Alumni Dispersion,Team 1 Brand Power,Team 1 Lat,Team 1 Lon,Team 1 Closest Large Airport Name,Team 1 Miles to Closest Large Airport,Team 1 Driving Time to Closest Large Airport (Minutes),Team 1 Nearest Large Airport Remote Flag,Team 1 Time Zone,Team 2,Team 2 Conference,Team 2 AP Ranking,Team 2 Wins,Team 2 Prior Season Wins,Team 2 Win Difference from Year Prior,Team 2 247 Talent Composite Score,Team 2 Total FB Social Followers,Team 2 Enrollment,Team 2 Total Alumni,Team 2 Alumni Dispersion,Team 2 Brand Power,Team 2 Lat,Team 2 Lon,Team 2 Closest Large Airport Name,Team 2 Miles to Closest Large Airport,Team 2 Driving Time to Closest Large Airport (Minutes),Team 2 Nearest Large Airport Remote Flag,Team 2 Time Zone,Venue,City,State,Venue Tier,Venue Capacity,Venue Lat,Venue Lon,Venue Time Zone,Team 1 Miles to Venue,Team 1 Driving Time (hrs),Team 1 Driving Time (min),Team 1 Drivable?,Team 2 Miles to Venue,Team 2 Driving Time (hrs),Team 2 Driving Time (min),Team 2 Drivable?,Date,Day of the Week,Local Start Time,Network,Viewers,Attendance,Bowl Avg Viewers,Bowl Avg Attendees,% Filled,Avg Wins,Total Wins,Avg AP Ranking,Best AP Ranking,Worst AP Ranking,SEC Present,Big 10 Present,Big 12 Present,ACC Present,Combined Fanbase Size (social + enrollment + alum),Avg Distace Traveled,Avg Driving Min,Avg Driving Hours,Distance Minimum,Distance Imbalance,"Weekend Indicator (Weekend=1, Else 0)","Matchup Power Score (2=P4vP4, 1=P4vG5, 0=G5vG5)",Bowl Tier,Bowl Ownership,Local Team Indicator,AP Strength Score,Combined Fanbase (Log transformed),MinMax Scale Distance,AP Strength Normalized,Raw Gradient Boosted Attendance,Gradient Boosting Predicted Attendance,Final Attendance Prediction,Bowl Avg Attendance,Gradient Boosting Predicted % Filled,Bowl Avg % Filled,Attendance Difference from Avg,% Attendance Difference from Avg,Actual Attendance,Actual % Filled,% Error,Difference from Predicted,Bowl Type,Temp at Kickoff Time,Weather at Kickoff,Rain (mm),Snowfall (mm)
2022,68 Ventures Bowl,13,Southern Miss Golden Eagles,Sun Belt Conference,0,7,3,4,478.97,133200,13110,83364,Regional,51109.988,31.33,-89.33,Gulfport Biloxi International Airport,65.52157,90.6,Moderate Remote,CST,Rice Owls,American Conference,0,5,4,1,441.93,108200,8556,67890,Regional,41136.972,29.72,-95.40,William P. Hobby Airport,9.038024,29.2,Accessible,CST,Hancock Whitney Stadium,Mobile,AL,1,25450,30.70,-88.18,CST,81,1.6195,97.1697,Drivable,437,8.73045,523.82683,Flight Required,2022-12-17,Saturday,5:45 PM,ESPN,"1,220,000","20,512",1221667,20340,0.81,6,12,0,0,0,0,0,0,0,414320,258.7486,310.4983,5.1750,81,355.55,1,0,3,1,1,26,5.617336946,0.05220827278,1,"20,646.55","20,554.59","20,554.59",20340,80.76%,79.92%,214.59,1.05%,"20,512",0.81,0.21%,42.59,Medium,47.1,Overcast,0.2,0
2023,68 Ventures Bowl,20,South Alabama Jaguars,Sun Belt Conference,0,7,10,-3,545.68,102300,13768,63975,Regional,40059.372,30.70,-88.18,Gulfport Biloxi International Airport,56.6751,91.4,Moderate Remote,CST,Eastern Michigan Eagles,Mid-American Conference,0,6,9,-3,377.07,112500,13324,129009,Mostly In-State,49466.528,42.25,-83.63,Detroit Metropolitan Wayne County Airport,14.2238,26.8,Accessible,EST,Hancock Whitney Stadium,Mobile,AL,1,25450,30.70,-88.18,CST,0,0.0000,0.0000,Easy Drive,837,16.74412,1004.64737,Flight Required,2023-12-23,Saturday,7:00 PM,ESPN,"765,000","20,926",1221667,20340,0.82,6.5,13,0,0,0,0,0,0,0,434876,418.6031,502.3237,8.3721,0,837.21,1,0,3,1,1,26,5.638366439,0.09752053457,1,"20,994.17","20,797.92","20,797.92",20340,81.72%,79.92%,457.92,2.25%,"20,926",0.82,-0.61%,-128.08,Medium,59.5,Overcast,0,0
2024,68 Ventures Bowl,18,Arkansas State Red Wolves,Sun Belt Conference,0,8,6,2,573.27,121300,14032,64259,Regional,45851.608,35.84,-90.68,Memphis International Airport,67.89818,95.4,Moderate Remote,CST,Bowling Green Falcons,Mid-American Conference,0,7,7,0,484.51,118000,17027,133406,Mostly In-State,52339.804,41.38,-83.64,Detroit Metropolitan Wayne County Airport,59.74492,90.3,Moderate Remote,EST,Hancock Whitney Stadium,Mobile,AL,1,25450,30.70,-88.18,CST,384,7.6759,460.5569,Flight Required,780,15.59911,935.94650,Flight Required,2024-12-26,Thursday,9:00 PM,ESPN,"1,680,000","19,582",1221667,20340,0.77,7.5,15,0,0,0,0,0,0,0,468024,581.8764,698.2517,11.6375,384,396.16,0,0,3,1,0,26,5.670269052,0.1438019024,1,"19,170.97","19,521.68","19,521.68",20340,76.71%,79.92%,-818.32,-4.02%,"19,582",0.77,-0.31%,-60.32,Medium,61,Overcast,16.4,0
2025,68 Ventures Bowl,10,Louisiana Ragin' Cajuns,Sun Belt Conference,0,6,10,-4,585.82,111900,15345,80684,Mostly In-State,44941.728,30.212191,-92.020165,Alexandria International Airport,83.06783,107.6,Moderate Remote,CST,Delaware Blue Hens,Conference USA,0,6,9,-3,,96400,24221,151949,Regional,48959.1,39.679577,-75.752822,Wilmington Airport,7.790852,20,Accessible,EST,Hancock Whitney Stadium,Mobile,AL,1,25450,30.696033,-88.178711,CST,231.231774,4.6246,277.4781,Flight Required,935.1732982,18.70347,1122.20796,Flight Required,2025-12-17,Wednesday,8:30 PM,ESPN,1200000,17234,1221667,20340,,6,12,0,0,0,0,0,0,0,480499,583.2025,699.8430,11.6641,231.231774,703.9415242,0,0,3,1,0,26,5.681693392,0.1441777982,1,20619.42775,20535.59942,20535.59942,20340,80.69%,79.92%,195.59942,0.96%,17234,0.68,19.16%,"3,301.60",Medium,59.1,Light drizzle,8.2,0
2022,Alamo Bowl,25,Washington Huskies,Big Ten Conference,12,11,4,7,761.72,471300,55620,389616,Regional,191780.288,47.66,-122.31,King County International Airport - Boeing Field,8.844263,21,Accessible,PST,Texas Longhorns,Southeastern Conference,21,8,5,3,887.45,1596800,53082,472290,Regional,537240.38,30.28,-97.74,Austin Bergstrom International Airport,7.446201,25.7,Accessible,CST,Alamodome,San Antonio ,TX,1,64000,31.77,-106.50,CST,1376,27.5277,1651.6603,Flight Required,529,10.57909,634.74510,Flight Required,2022-12-29,Thursday,9:00 PM,ESPN,"4,780,000","62,730",5570000,60958,0.98,9.5,19,16.5,12,21,1,0,0,0,3038708,952.6689,1143.2027,19.0534,529,847.43,0,2,1,1,0,9.5,6.482689112,0.2489065182,0.2666666667,"62,870.57","62,296.80","62,296.80",60958,97.34%,95.25%,"1,338.80",2.20%,"62,730",0.98,-0.69%,-433.20,Large,47,Overcast,0.2,0
2023,Alamo Bowl,25,Arizona Wildcats,Big 12 Conference,14,10,5,5,687.01,292600,53001,253727,Regional,124027.704,32.23,-110.95,Tucson International Airport,8.188395,21.2,Accessible,MST,Oklahoma Sooners,Southeastern Conference,12,10,6,4,884.97,1379800,29145,173771,Regional,437500.088,35.21,-97.44,OKC Will Rogers World Airport,15.42455,34.4,Accessible,CST,Alamodome,San Antonio ,TX,1,64000,31.77,-106.50,CST,262,5.2500,314.9975,Flight Required,573,11.46626,687.97567,Flight Required,2023-12-28,Thursday,9:15 PM,ESPN,"3,930,000","55,883",5570000,60958,0.87,10,20,13,12,14,1,0,0,0,2182044,417.9055,501.4866,8.3581,262,310.82,0,2,1,1,0,13,6.338863703,0.09732279788,0.4222222222,"55,707.08","57,282.36","57,282.36",60958,89.50%,95.25%,"-3,675.64",-6.03%,"55,883",0.87,2.50%,"1,399.36",Large,45.4,Clear sky,0,0
2024,Alamo Bowl,20,BYU Cougars,Big 12 Conference,17,11,5,6,602.46,379700,35074,236737,Regional,144839.484,40.25,-111.65,Salt Lake City International Airport,41.02801,63.4,Accessible,MST,Colorado Buffaloes,Big 12 Conference,20,9,4,5,749.16,1503800,41432,233775,Regional,483103.564,40.01,-105.27,Denver International Airport,33.26124,52.3,Accessible,MST,Alamodome,San Antonio ,TX,1,64000,31.77,-106.50,CST,652,13.0489,782.9348,Flight Required,573,11.46844,688.10642,Flight Required,2024-12-28,Saturday,7:30 PM,ABC,"8,000,000","64,261",5570000,60958,1.00,10,20,18.5,17,20,0,0,1,0,2430518,612.9338,735.5206,12.2587,573,79.02,1,2,1,1,0,7.5,6.38569902,0.1526054132,0.1777777778,"64,311.88","63,305.72","63,305.72",60958,98.92%,95.25%,"2,347.72",3.85%,"64,261",1.00,-1.49%,-955.28,Large,55.5,Overcast,0,0
2025,Alamo Bowl,23,USC Trojans,Big Ten Conference,16,9,7,2,847.53,427400,47147,376732,Regional,175661.612,34.021281,-118.284169,Los Angeles International Airport,8.938125,22,Accessible,PST,TCU Horned Frogs,Big 12 Conference,0,8,9,-1,745.01,293300,12785,78653,Mostly In-State,98710.304,32.70961,-97.364758,Dallas Fort Worth International Airport,22.96139,40.6,Accessible,CST,Alamodome,San Antonio ,TX,1,64000,31.77015,-106.504098,CST,700.4951311,14.0099,840.5942,Flight Required,537.8987627,10.75798,645.47852,Flight Required,2025-12-30,Tuesday,9:00 PM,ESPN,4900000,54751,5570000,60958,,8.5,17,8,0,16,0,0,1,0,1236017,619.1969,743.0363,12.3839,537.8987627,162.5963684,0,2,1,1,0,18,6.092024795,0.154380752,0.6444444444,47444.41249,51498.48875,56648.33763,60958,88.51%,95.25%,-4309.662375,-7.07%,54751,0.86,3.47%,"1,897.34",Large,44.8,Mainly clear,0,0
2022,Arizona Bowl,26,Ohio Bobcats,Mid-American Conference,0,10,3,7,365.74,123200,24937,189185,Regional,61012.196,39.33,-82.10,Rickenbacker International Airport,55.41088,92.6,Moderate Remote,EST,Wyoming Cowboys,Mountain West Conference,0,7,7,0,292.03,169500,10913,56038,National,58753.212,41.31,-105.58,Denver International Airport,110.991,155.6,High Remote,MST,Arizona Stadium,Tucson,AZ,1,50782,32.23,-110.95,MST,1682,33.6333,2017.9956,Flight Required,694,13.87706,832.62382,Flight Required,2022-12-30,Friday,4:30 PM,Barstool Sports,"596,000","27,691",754333,32732,0.55,8.5,17,0,0,0,0,0,0,0,573773,1187.7581,1425.3097,23.7552,694,987.81,0,0,3,1,0,26,5.758740865,0.3155447508,1,"27,917.51","29,361.86","29,361.86",32732,57.82%,64.46%,"-3,370.14",-10.30%,"27,691",0.55,6.03%,"1,670.86",Large,60.3,Mainly clear,2.3,0
2023,Arizona Bowl,27,Wyoming Cowboys,Mountain West Conference,0,9,7,2,338.5,169500,10913,56038,National,58771.8,41.31,-105.58,Denver International Airport,110.991,155.6,High Remote,MST,Toledo Rockets,Mid-American Conference,0,11,9,2,497.64,145900,14939,110174,Regional,57974.256,41.66,-83.61,Detroit Metropolitan Wayne County Airport,40.48345,68,Accessible,EST,Arizona Stadium,Tucson,AZ,1,50782,32.23,-110.95,MST,694,13.8771,832.6238,Flight Required,1635,32.70145,1962.08720,Flight Required,2023-12-30,Saturday,4:30 PM,CW,"1,100,000","30,428",754333,32732,0.60,10,20,0,0,0,0,0,0,0,507464,1164.4629,1397.3555,23.2893,694,941.22,1,0,3,1,0,26,5.705406094,0.3089415146,1,"30,544.44","31,200.71","31,200.71",32732,61.44%,64.46%,"-1,531.29",-4.68%,"30,428",0.60,2.54%,772.71,Large,67.9,Partly cloudy,0,0
2024,Arizona Bowl,20,Miami (OH) RedHawks,Mid-American Conference,0,9,11,-2,505.3,142200,18618,174340,Regional,64019.72,39.51,-84.73,Cincinnati Northern Kentucky International Airport,31.91875,76.4,Moderate Remote,EST,Colorado State Rams,Mountain West Conference,0,8,5,3,546.04,150300,33500,223830,Mostly In-State,74391.416,40.57,-105.08,Denver International Airport,53.86474,78.5,Moderate Remote,MST,Arizona Stadium,Tucson,AZ,1,50782,32.23,-110.95,MST,1545,30.9015,1854.0886,Flight Required,662,13.24094,794.45636,Flight Required,2024-12-28,Saturday,4:30 PM,CW,"567,000","40,076",754333,32732,0.79,8.5,17,0,0,0,0,0,0,0,742788,1103.5604,1324.2725,22.0712,662,883.03,1,0,3,1,0,26,5.870865464,0.2916781262,1,"39,631.31","37,561.52","37,561.52",32732,73.97%,64.46%,"4,829.52",14.75%,"40,076",0.79,-6.27%,"-2,514.48",Large,68.4,Partly cloudy,0,0
2025,Arizona Bowl,20,Miami (OH) Redhawks,Mid-American Conference,0,7,9,-2,592.1,142200,18618,174340,Regional,64054.44,39.507757,-84.732954,Cincinnati Northern Kentucky International Airport,31.91875,76.4,Moderate Remote,EST,Fresno State Bulldogs,Mountain West Conference,0,8,6,2,586.84,198300,23986,110359,Highly Local,75557.836,36.811154,-119.744569,Fresno Yosemite International Airport,2.856031,9.4,Accessible,PST,Arizona Stadium,Tucson,AZ,1,50782,32.232672,-110.950815,MST,1545.07387,30.9015,1854.0886,Flight Required,591.8057502,11.83612,710.16690,Flight Required,2025-12-27,Saturday,4:30 PM,CW,639000,37232,754333,32732,,7.5,15,0,0,0,0,0,0,0,667803,1068.4398,1282.1278,21.3688,591.8057502,953.2681199,1,0,3,1,0,26,5.824649016,0.2817228604,1,35584.12287,34728.48601,34728.48601,32732,68.39%,64.46%,1996.48601,6.10%,37232,0.73,-6.72%,"-2,503.51",Large,67.4,Partly cloudy,1.9,0
2022,Armed Forces Bowl,18,Air Force Falcons,Mountain West Conference,0,10,10,0,0,128000,4124,37126,Very National (Top 10%),42937.4,39.01,-104.89,Denver International Airport,59.79433,85.1,Moderate Remote,MST,Baylor Bears,Big 12 Conference,0,6,12,-6,666.05,371400,20824,119218,Mostly In-State,127773.02,31.55,-97.12,Dallas Love Field,91.08064,110.3,Moderate Remote,CST,Amon G. Carter Stadium,Fort Worth,TX,1,47000,32.71,-97.36,CST,606,12.1109,726.6548,Flight Required,82,1.63196,97.91787,Drivable,2022-12-22,Thursday,7:30 PM,ESPN,"1,990,000","43,875",2426667,41819,0.93,8,16,0,0,0,0,0,1,0,680692,343.5719,412.2863,6.8714,82,523.95,0,1,2,2,1,26,5.832951285,0.07625225745,1,"43,695.80","43,132.76","43,132.76",41819,91.77%,88.98%,"1,313.76",3.14%,"43,875",0.93,-1.69%,-742.24,Large,13.6,Overcast,0,0
2023,Armed Forces Bowl,20,Air Force Falcons,Mountain West Conference,0,9,10,-1,0,128000,4124,37126,Very National (Top 10%),42937.4,39.01,-104.89,Denver International Airport,59.79433,85.1,Moderate Remote,MST,James Madison Dukes,Sun Belt Conference,24,11,8,3,196.53,183400,22758,142010,Regional,73851.212,38.44,-78.87,Washington Dulles International Airport,83.96987,141.2,High Remote,EST,Amon G. Carter Stadium,Fort Worth,TX,1,47000,32.71,-97.36,CST,606,12.1109,726.6548,Flight Required,1110,22.19458,1331.67453,Flight Required,2023-12-23,Saturday,3:30 PM,ABC,"2,440,000","30,828",2426667,41819,0.66,10,20,12,0,24,0,0,0,0,517418,857.6372,1029.1647,17.1527,606,504.18,1,0,2,2,0,14,5.713842372,0.2219688876,0.4666666667,"30,974.75","34,228.02","34,228.02",41819,72.83%,88.98%,"-7,590.98",-18.15%,"30,828",0.66,11.03%,"3,400.02",Large,67.6,Light drizzle,5.1,0
2024,Armed Forces Bowl,19,Navy Midshipmen,American Conference,0,10,5,5,0,235600,4465,48194,Very National (Top 10%),76392.4,38.98,-76.48,Baltimore/Washington International Thurgood Marshall Airport,16.74099,38.9,Accessible,EST,Oklahoma Sooners,Southeastern Conference,0,6,10,-4,906.61,1379800,29145,173771,Regional,437508.744,35.21,-97.44,OKC Will Rogers World Airport,15.42455,34.4,Accessible,CST,Amon G. Carter Stadium,Fort Worth,TX,1,47000,32.71,-97.36,CST,1244,24.8769,1492.6150,Flight Required,173,3.45580,207.34791,Flight Required,2024-12-27,Friday,12:00 PM,ESPN,"2,850,000","50,754",2426667,41819,1.08,8,16,0,0,0,1,0,0,0,1870975,708.3179,849.9815,14.1664,173,1071.06,0,1,2,2,0,26,6.272068217,0.1796429181,1,"50,616.43","47,000.00","47,000.00",41819,100.00%,88.98%,"5,181.00",12.39%,"50,754",1.08,-7.40%,"-3,754.00",Large,64.2,Clear sky,0,0
2025,Armed Forces Bowl,26,Texas State Bobcats,Sun Belt Conference,0,6,8,-2,612.16,138900,38722,202324,Highly Local,69891.664,29.888885,-97.943029,Austin Bergstrom International Airport,27.14639,50.4,Accessible,CST,Rice Owls,American Conference,0,5,4,1,530.06,108200,8556,67890,Regional,41172.224,29.717897,-95.402035,William P. Hobby Airport,9.038024,29.2,Accessible,CST,Amon G. Carter Stadium,Fort Worth,TX,1,47000,32.70961,-97.364758,CST,197.8717942,3.9574,237.4462,Flight Required,237.0220578,4.74044,284.42647,Flight Required,2026-01-02,Friday,1:00 PM,ESPN,1800000,28243,2426667,41819,,5.5,11,0,0,0,0,0,0,0,564592,217.4469,260.9363,4.3489,197.8717942,39.1502636,0,0,2,2,0,26,5.751735489,0.04050093569,1,43251.92963,42822.05074,42822.05074,41819,91.11%,88.98%,1003.05074,2.40%,28243,0.60,51.62%,"14,579.05",Large,75.1,Clear sky,0,0
2022,Bahamas Bowl,12,UAB Blazers,American Conference,0,7,9,-2,443.8,130600,21160,109967,Regional,54586.22,33.51,-86.80,Birmingham-Shuttlesworth International Airport,4.814901,12.1,Accessible,CST,Miami (OH) RedHawks,Mid-American Conference,0,6,7,-1,397.26,142200,18618,174340,Regional,63976.504,39.51,-84.73,Cincinnati Northern Kentucky International Airport,31.91875,76.4,Moderate Remote,EST,Thomas A. Robinson National Stadium,Nassau,Bahamas,1,15000,25.05,-77.36,EST,815,16.2944,977.6653,Flight Required,1087,21.73521,1304.11243,Flight Required,2022-12-16,Friday,11:30 AM,ESPN,"822,000","12,172",981000,8391,0.81,6.5,13,0,0,0,0,0,0,0,596885,950.7407,1140.8889,19.0148,815,272.04,0,0,3,1,0,26,5.775891393,0.2483599536,1,"11,892.74","10,842.22","11,892.74",8391,79.28%,55.94%,"3,501.74",41.73%,"12,172",0.81,-2.29%,-279.26,Island,81.1,Overcast,0.2,0
2024,Bahamas Bowl,27,Buffalo Bulls,Mid-American Conference,0,9,3,6,435.22,94700,31889,176116,Mostly In-State,52573.488,43.00,-78.79,Buffalo Niagara International Airport,5.071447,16.5,Accessible,EST,Liberty Flames,Conference USA,0,8,13,-5,569.65,179700,103068,245045,Very National (Top 10%),99255.96,37.35,-79.18,Piedmont Triad International Airport,96.00076,146.4,High Remote,EST,Thomas A. Robinson National Stadium,Nassau,Bahamas,1,15000,25.05,-77.36,EST,1243,24.8561,1491.3633,Flight Required,856,17.12934,1027.76039,Flight Required,2025-01-04,Saturday,11:00 AM,ESPN,"1,140,000","4,610",981000,8391,0.31,8.5,17,0,0,0,0,0,0,0,830518,1049.6349,1259.5618,20.9927,856,386.34,1,0,3,1,0,26,5.919349572,0.2763924246,1,"4,990.46","6,010.62","4,990.46",8391,33.27%,55.94%,"-3,400.54",-40.53%,"4,610",0.31,8.25%,380.46,Island,73.4,Overcast,0,0
2022,Birmingham Bowl,23,East Carolina Pirates,American Conference,0,8,7,1,494.82,193000,26785,147064,Mostly In-State,78161.328,35.61,-77.37,Raleigh-Durham International Airport,81.77597,113.5,Moderate Remote,EST,Coastal Carolina Chanticleers,Sun Belt Conference,0,9,11,-2,446.58,196600,10829,48892,Regional,66213.632,33.79,-79.01,Myrtle Beach International Airport,9.305537,21.5,Accessible,EST,Protective Stadium,Birmingham ,AL,1,47100,33.51,-86.80,CST,556,11.1145,666.8722,Flight Required,448,8.96549,537.92911,Flight Required,2022-12-27,Tuesday,6:45 PM,ESPN,"2,620,000","15,901",3113333,23255,0.34,8.5,17,0,0,0,0,0,0,0,623170,502.0005,602.4006,10.0400,448,107.45,0,0,2,2,0,26,5.794607235,0.1211603258,1,"16,140.87","18,275.11","18,275.11",23255,38.80%,49.37%,"-4,979.89",-21.41%,"15,901",0.34,14.93%,"2,374.11",Large,43.1,Clear sky,0,0
2023,Birmingham Bowl,20,Duke Blue Devils,Atlantic Coast Conference,0,8,9,-1,620.9,318300,17112,145247,Very National (Top 10%),113685.46,36.00,-78.94,Raleigh-Durham International Airport,11.93816,25.8,Accessible,EST,Troy Trojans,Sun Belt Conference,0,11,12,-1,454.06,120100,13923,89401,National,47936.324,31.80,-85.96,Destin-Fort Walton Beach Airport,96.89909,172.2,High Remote,CST,Protective Stadium,Birmingham ,AL,1,47100,33.51,-86.80,CST,478,9.5657,573.9412,Flight Required,128,2.55288,153.17266,Flight Required,2023-12-23,Saturday,12:00 PM,ABC,"2,670,000","20,023",3113333,23255,0.43,9.5,19,0,0,0,0,0,0,0,704083,302.9641,363.5569,6.0593,128,350.64,1,1,2,2,0,26,5.847624475,0.06474157854,1,"20,014.61","20,986.73","20,986.73",23255,44.56%,49.37%,"-2,268.27",-9.75%,"20,023",0.43,4.81%,963.73,Large,64.1,Clear sky,0,0
2024,Birmingham Bowl,19,Vanderbilt Commodores,Southeastern Conference,0,7,2,5,695.96,222300,13456,100893,Very National (Top 10%),79748.884,36.15,-86.80,Nashville International Airport,7.135421,20.5,Accessible,CST,Georgia Tech Yellow Jackets,Atlantic Coast Conference,0,7,7,0,703.00,248300,47946,246242,National,108984.6,33.77,-84.39,Hartsfield Jackson Atlanta International Airport,9.539981,19.1,Accessible,EST,Protective Stadium,Birmingham ,AL,1,47100,33.51,-86.80,CST,182,3.6496,218.9754,Flight Required,140,2.79086,167.45143,Flight Required,2024-12-27,Friday,3:30 PM,ESPN,"4,050,000","33,840",3113333,23255,0.72,7,14,0,0,0,0,0,0,1,879137,161.0112,193.2134,3.2202,140,42.94,0,2,2,2,0,26,5.944057052,0.02450368899,1,"33,487.37","30,417.66","30,417.66",23255,64.58%,49.37%,"7,162.66",30.80%,"33,840",0.72,-10.11%,"-3,422.34",Large,62.2,Overcast,1.7,0
2025,Birmingham Bowl,22,Georgia Southern Eagles,Sun Belt Conference,0,6,8,-2,574.48,137100,26041,113407,Mostly In-State,57908.692,32.426153,-81.784045,Savannah Hilton Head International Airport,39.89781,71,Accessible,EST,App State Mountaineers,Sun Belt Conference,0,5,,5,611.31,208900,21253,120159,Mostly In-State,79181.024,36.215536,-81.680583,Asheville Regional Airport,72.34722,138.7,High Remote,EST,Protective Stadium,Birmingham ,AL,1,47100,33.505697,-86.799345,CST,300.1296517,6.0026,360.1556,Flight Required,345.2997876,6.90600,414.35975,Flight Required,2025-12-29,Monday,2:00 PM,ESPN,1200000,12092,3113333,23255,,5.5,11,0,0,0,0,0,0,0,626860,322.7147,387.2577,6.4543,300.1296517,45.17013583,0,0,2,2,0,26,5.797171251,0.07034008037,1,22491.64182,22720.64927,22720.64927,23255,48.24%,49.37%,-534.35073,-2.30%,12092,0.26,87.90%,"10,628.65",Large,42.5,Overcast,3.3,0
2022,Boca Raton Bowl,16,Toledo Rockets,Mid-American Conference,0,9,7,2,498.98,145900,14939,110174,Regional,57974.792,41.66,-83.61,Detroit Metropolitan Wayne County Airport,40.48345,68,Accessible,EST,Liberty Flames,Conference USA,0,8,8,0,161.88,179700,103068,245045,Very National (Top 10%),99092.852,37.35,-79.18,Piedmont Triad International Airport,96.00076,146.4,High Remote,EST,Flagler Credit Union Stadium,Boca Raton,FL,1,30000,29.90,-81.32,EST,823,16.4522,987.1302,Flight Required,529,10.58198,634.91887,Flight Required,2022-12-20,Tuesday,3:30 PM,ESPN,"1,470,000","20,622",1260000,20667,0.69,8.5,17,0,0,0,0,0,0,0,798826,675.8538,811.0246,13.5171,529,293.51,0,0,3,2,0,26,5.902452735,0.170440667,1,"20,621.26","20,634.98","20,634.98",20667,68.78%,68.89%,-32.02,-0.15%,"20,622",0.69,0.06%,12.98,Medium,65.4,Light drizzle,2.3,0
2023,Boca Raton Bowl,18,South Florida Bulls,American Conference,0,7,1,6,622.89,261300,48572,266499,Mostly In-State,115003.456,28.06,-82.41,Tampa International Airport,9.415501,29.8,Accessible,EST,Syracuse Orange,Atlantic Coast Conference,0,6,7,-1,610.75,260000,22948,160500,National,98883.9,43.04,-76.13,Syracuse Hancock International Airport,5.313934,17.4,Accessible,EST,Flagler Credit Union Stadium,Boca Raton,FL,1,30000,29.90,-81.32,EST,143,2.8677,172.0627,Flight Required,952,19.03380,1142.02812,Flight Required,2023-12-21,Thursday,8:00 PM,ESPN,"1,050,000","20,711",1260000,20667,0.69,6.5,13,0,0,0,0,0,0,1,1019819,547.5378,657.0454,10.9508,143,808.30,0,1,3,2,0,26,6.008523525,0.1340683014,1,"20,946.44","20,862.60","20,862.60",20667,69.54%,68.89%,195.60,0.95%,"20,711",0.69,0.73%,151.60,Medium,56.1,Partly cloudy,0,0
2025,Boca Raton Bowl,16,Louisville Cardinals,Atlantic Coast Conference,0,8,9,-1,700.77,402100,22139,119709,Regional,137309.008,38.216862,-85.760412,Louisville Muhammad Ali International Airport,3.479404,11.3,Accessible,EST,Toledo Rockets,Mid-American Conference,0,8,8,0,620.13,145900,14939,110174,Regional,58023.252,41.660572,-83.614714,Detroit Metropolitan Wayne County Airport,40.48345,68,Accessible,EST,Flagler Credit Union Stadium,Boca Raton,FL,1,30000,29.9012,-81.3158,EST,628.1806924,12.5636,753.8168,Flight Required,822.6085269,16.45217,987.13023,Flight Required,2025-12-23,Tuesday,2:00 PM,ESPN,1600000,15329,1260000,20667,,8,16,0,0,0,0,0,0,0,814961,725.3946,870.4735,14.5079,628.1806924,194.4278345,0,1,3,2,0,26,5.911137359,0.1844834768,1,17786.75644,18650.82951,18650.82951,20667,62.17%,68.89%,-2016.17049,-9.76%,15329,0.51,21.67%,"3,321.83",Medium,71.5,Clear sky,0,0
2022,Camellia Bowl,23,Buffalo Bulls,Mid-American Conference,0,7,4,3,370.96,94700,31889,176116,Mostly In-State,52547.784,43.00,-78.79,Buffalo Niagara International Airport,5.071447,16.5,Accessible,EST,Georgia Southern Eagles,Sun Belt Conference,0,6,3,3,414.14,137100,26041,113407,Mostly In-State,57844.556,32.43,-81.78,Savannah Hilton Head International Airport,39.89781,71,Accessible,EST,Cramton Bowl,Montgomery,AL,1,21000,32.38,-86.30,CST,840,16.8042,1008.2532,Flight Required,263,5.26656,315.99363,Flight Required,2022-12-27,Tuesday,12:00 PM,ESPN,"1,550,000","15,322",1560000,13316,0.73,6.5,13,0,0,0,0,0,0,0,579253,551.7695,662.1234,11.0354,263,576.88,0,0,3,2,0,26,5.762869041,0.1352678126,1,"15,063.57","14,539.30","14,539.30",13316,69.23%,63.41%,"1,223.30",9.19%,"15,322",0.73,-5.11%,-782.70,Small,50.6,Clear sky,0,0
2023,Camellia Bowl,20,Northern Illinois Huskies,Mid-American Conference,,7,3,4,352.36,110000,15504,163837,Mostly In-State,52625.444,41.93,-88.77,Chicago Rockford International Airport,24.7954,53.1,Accessible,CST,Arkansas State Red Wolves,Sun Belt Conference,0,6,3,3,487.40,121300,14032,64259,Regional,45817.26,35.84,-90.68,Memphis International Airport,67.89818,95.4,Moderate Remote,CST,Cramton Bowl,Montgomery,AL,1,21000,32.38,-86.30,CST,674,13.4818,808.9104,Flight Required,347,6.93179,415.90749,Flight Required,2023-12-23,Saturday,12:00 PM,ESPN,"1,570,000","11,310",1560000,13316,0.54,6.5,13,0,0,0,0,0,0,0,488932,510.3408,612.4089,10.2068,347,327.50,1,0,3,2,0,13,5.68924935,0.1235244465,0.4222222222,"11,573.77","12,096.44","12,096.44",13316,57.60%,63.41%,"-1,219.56",-9.16%,"11,310",0.54,6.95%,786.44,Small,65.3,Clear sky,0,0
